Metadata_broad_sample,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_target,Metadata_timepoint_code,Metadata_target_radix,Metadata_target_is_across,Metadata_split
BRD-A72767275-003-01-6,U2OS,24,Compound,OPRM1,low,176,TRUE,validate
BRD-K70586315-001-02-4,U2OS,24,Compound,KCNN1,low,102,TRUE,validate
BRD-K40109029-001-02-9,U2OS,24,Compound,TGFBR1,low,69,TRUE,validate
BRD-A83029242-001-06-1,U2OS,24,Compound,P2RY12,low,134,TRUE,validate
BRD-K57313110-001-06-8,U2OS,24,Compound,VEGFA,low,60,TRUE,validate
BRD-K15502390-001-20-9,U2OS,24,Compound,CYP2A6,low,85,TRUE,validate
BRD-K92049597-001-20-8,U2OS,24,Compound,SCNN1G,low,40,TRUE,validate
BRD-K16730910-001-07-3,U2OS,24,Compound,DDR2,low,116,TRUE,validate
BRD-A09722536-002-18-0,U2OS,24,Compound,CYP2A6,low,85,TRUE,validate
BRD-K18895904-001-16-1,U2OS,24,Compound,CHRM2,low,10,TRUE,validate
BRD-A25569250-001-03-3,U2OS,24,Compound,LPAR1,low,143,TRUE,validate
BRD-K29895144-001-01-0,U2OS,24,Compound,KDR,low,76,TRUE,validate
BRD-K67017579-001-28-1,U2OS,24,Compound,PDE3A,low,54,TRUE,validate
BRD-K77060810-001-01-5,U2OS,24,Compound,P2RY12,low,134,TRUE,validate
BRD-K68982262-001-01-4,U2OS,24,Compound,CCR1,low,166,TRUE,validate
BRD-K24616672-003-20-1,U2OS,24,Compound,HTR3A,low,162,TRUE,validate
BRD-A82396632-008-30-8,U2OS,24,Compound,KCNN1,low,102,TRUE,validate
BRD-K61250553-003-30-6,U2OS,24,Compound,OPRM1,low,176,TRUE,validate
BRD-K70358946-001-17-3,U2OS,24,Compound,HTR3A,low,162,TRUE,validate
BRD-A86665761-001-01-1,U2OS,24,Compound,CACNB4,low,67,TRUE,validate
BRD-A22032524-074-09-9,U2OS,24,Compound,CACNA2D3,low,177,TRUE,validate
BRD-A01078468-001-14-8,U2OS,24,Compound,AKR1C1,low,80,TRUE,validate
BRD-K48278478-001-01-2,U2OS,24,Compound,KCNN4,low,43,TRUE,validate
BRD-K36574127-001-01-3,U2OS,24,Compound,NTRK1,low,121,TRUE,validate
BRD-K74913225-001-14-0,U2OS,24,Compound,CA5A,low,141,TRUE,validate
BRD-K94342292-001-01-3,U2OS,24,Compound,KCNMA1,low,107,TRUE,validate
BRD-K25244359-066-02-6,U2OS,24,Compound,CSK,low,113,TRUE,validate
BRD-K18131774-001-18-4,U2OS,24,Compound,CA5A,low,141,TRUE,validate
BRD-A85242401-001-11-5,U2OS,24,Compound,P3H1,low,19,TRUE,validate
BRD-K06426971-001-02-7,U2OS,24,Compound,CDK4,low,101,TRUE,validate
BRD-A54139254-001-09-2,U2OS,24,Compound,FFAR2,low,130,TRUE,validate
BRD-K44432556-001-05-5,U2OS,24,Compound,HIF1A,low,154,TRUE,validate
BRD-K36740062-001-06-6,U2OS,24,Compound,CYP3A4,low,3,TRUE,validate
BRD-K27539181-001-08-5,U2OS,24,Compound,GPR55,low,55,TRUE,validate
BRD-K51265828-001-01-0,U2OS,24,Compound,DHH,low,88,TRUE,validate
BRD-K51899933-001-02-6,U2OS,24,Compound,AGER,low,155,TRUE,validate
BRD-K23363278-001-02-1,U2OS,24,Compound,TUBB,low,13,TRUE,validate
BRD-K90497590-001-05-9,U2OS,24,Compound,PDPK1,low,91,TRUE,validate
BRD-K69877120-001-01-7,U2OS,24,Compound,S1PR4,low,38,TRUE,validate
BRD-K57708067-001-01-3,U2OS,24,Compound,HPGDS,low,123,TRUE,validate
BRD-K64054020-001-02-7,U2OS,24,Compound,PTGIS,low,58,TRUE,validate
BRD-K91456750-001-01-9,U2OS,24,Compound,MME,low,120,TRUE,validate
BRD-K54330070-001-19-6,U2OS,24,Compound,MAPK14,low,92,TRUE,validate
BRD-K03155172-001-03-0,U2OS,24,Compound,PPARD,low,127,TRUE,validate
BRD-K07442505-001-03-6,U2OS,24,Compound,BAX,low,48,TRUE,validate
BRD-K64800655-001-09-0,U2OS,24,Compound,CDK7,low,47,TRUE,validate
BRD-K01666412-001-02-0,U2OS,24,Compound,P3H1,low,19,TRUE,validate
BRD-K60476892-001-16-1,U2OS,24,Compound,GUCY1B1,low,115,TRUE,validate
BRD-K24283677-001-01-9,U2OS,24,Compound,PARP3,low,20,TRUE,validate
BRD-K03109492-001-02-2,U2OS,24,Compound,CDC25A,low,171,TRUE,validate
BRD-K80666802-003-01-0,U2OS,24,Compound,S1PR4,low,38,TRUE,validate
BRD-K10670311-001-17-1,U2OS,24,Compound,PLA2G1B,low,74,TRUE,validate
BRD-A84687895-001-03-2,U2OS,24,Compound,CACNA2D3,low,177,TRUE,validate
BRD-K15819326-001-01-6,U2OS,24,Compound,CSF1R,low,37,TRUE,validate
BRD-A93477898-001-04-2,U2OS,24,Compound,CASP3,low,5,TRUE,validate
BRD-K86525559-001-07-8,U2OS,24,Compound,CHEK2,low,109,TRUE,validate
BRD-K50498985-001-03-3,U2OS,24,Compound,DHH,low,88,TRUE,validate
BRD-K52960356-001-13-0,U2OS,24,Compound,KCNJ1,low,26,TRUE,validate
BRD-K55567017-001-12-3,U2OS,24,Compound,ADH1C,low,14,TRUE,validate
BRD-K07762753-001-05-1,U2OS,24,Compound,CDK2,low,167,TRUE,validate
BRD-K53972329-001-01-3,U2OS,24,Compound,JAK1,low,98,TRUE,validate
BRD-K16810791-001-01-0,U2OS,24,Compound,PORCN,low,125,TRUE,validate
BRD-K43236057-001-07-1,U2OS,24,Compound,ICAM1,low,100,TRUE,validate
BRD-A51831848-001-01-7,U2OS,24,Compound,ATP5F1D,low,87,TRUE,validate
BRD-K13094524-001-04-2,U2OS,24,Compound,BRD4,low,27,TRUE,validate
BRD-K16761703-001-03-8,U2OS,24,Compound,PRKCE,low,75,TRUE,validate
BRD-K47557313-001-02-7,U2OS,24,Compound,TGFBR1,low,69,TRUE,validate
BRD-K67637637-003-11-8,U2OS,24,Compound,S100B,low,35,TRUE,validate
BRD-K20897876-001-11-8,U2OS,24,Compound,GAA,low,56,TRUE,validate
BRD-K77627880-001-04-0,U2OS,24,Compound,ICAM1,low,100,TRUE,validate
BRD-K72063794-003-01-0,U2OS,24,Compound,KCNJ1,low,26,TRUE,validate
BRD-K45746021-003-01-9,U2OS,24,Compound,MAPK8,low,111,TRUE,validate
BRD-K93779381-001-01-9,U2OS,24,Compound,PRKCE,low,75,TRUE,validate
BRD-K78126613-001-27-7,U2OS,24,Compound,F10,low,117,TRUE,validate
BRD-A10188456-001-04-9,U2OS,24,Compound,ANXA1,low,61,TRUE,validate
BRD-K93632104-001-17-2,U2OS,24,Compound,AKR1C1,low,80,TRUE,validate
BRD-A69636825-003-04-7,U2OS,24,Compound,CACNG1,low,118,TRUE,validate
BRD-K19227686-001-18-6,U2OS,24,Compound,UGT1A9,low,66,TRUE,validate
BRD-K98763141-001-30-8,U2OS,24,Compound,UGT1A9,low,66,TRUE,validate
BRD-A15397381-001-02-5,U2OS,24,Compound,SLC7A11,low,28,TRUE,validate
BRD-K46625559-001-01-8,U2OS,24,Compound,S1PR1,low,133,TRUE,validate
BRD-A10739734-003-09-8,U2OS,24,Compound,ADORA2A,low,104,TRUE,validate
BRD-K11796549-001-05-2,U2OS,24,Compound,GRIN2A,low,25,TRUE,validate
BRD-A86665761-001-01-1,A549,48,Compound,CACNB4,high,67,TRUE,test
DMSO,A549,48,Compound,NA,high,7,FALSE,test
BRD-A22032524-074-09-9,A549,48,Compound,CACNA2D3,high,177,TRUE,test
BRD-A01078468-001-14-8,A549,48,Compound,AKR1C1,high,80,TRUE,test
BRD-K48278478-001-01-2,A549,48,Compound,KCNN4,high,43,TRUE,test
BRD-K36574127-001-01-3,A549,48,Compound,NTRK1,high,121,TRUE,test
BRD-K74913225-001-14-0,A549,48,Compound,CA5A,high,141,TRUE,test
BRD-K94342292-001-01-3,A549,48,Compound,KCNMA1,high,107,TRUE,test
BRD-K19975102-001-01-2,A549,48,Compound,NTRK1,high,121,TRUE,test
BRD-K25244359-066-02-6,A549,48,Compound,CSK,high,113,TRUE,test
BRD-K18131774-001-18-4,A549,48,Compound,CA5A,high,141,TRUE,test
BRD-A85242401-001-11-5,A549,48,Compound,P3H1,high,19,TRUE,test
BRD-K06426971-001-02-7,A549,48,Compound,CDK4,high,101,TRUE,test
BRD-K47049295-300-03-1,A549,48,Compound,OPRL1,high,16,TRUE,test
BRD-K78122587-300-04-3,A549,48,Compound,CATSPER4,high,173,TRUE,test
BRD-K50199947-001-03-4,A549,48,Compound,LCK,high,124,TRUE,test
BRD-K50720187-051-03-1,A549,48,Compound,KCNQ2,high,34,TRUE,test
BRD-K91825936-001-03-9,A549,48,Compound,CCR1,high,166,TRUE,test
BRD-K38775274-001-22-1,A549,48,Compound,ANXA1,high,61,TRUE,test
BRD-K47598052-001-14-1,A549,48,Compound,HCK,high,31,TRUE,test
BRD-K61845293-300-01-9,A549,48,Compound,DDR2,high,116,TRUE,test
BRD-K87782578-001-01-4,A549,48,Compound,BTK,high,70,TRUE,test
BRD-K26439554-001-01-3,A549,48,Compound,LPAR1,high,143,TRUE,test
BRD-K58049875-001-03-9,A549,48,Compound,FOXM1,high,57,TRUE,test
BRD-K72726508-001-02-1,A549,48,Compound,CCND1,high,129,TRUE,test
BRD-K29151923-001-01-5,A549,48,Compound,S1PR2,high,23,TRUE,test
BRD-K66788707-001-14-3,A549,48,Compound,ADA,high,97,TRUE,test
BRD-K06890060-001-09-1,A549,48,Compound,ALDH2,high,175,TRUE,test
BRD-K50398167-236-22-7,A549,48,Compound,KCNQ2,high,34,TRUE,test
BRD-K87632963-001-03-0,A549,48,Compound,ABL1,high,161,TRUE,test
BRD-K37602296-001-01-6,A549,48,Compound,KCNN4,high,43,TRUE,test
BRD-K09143580-001-01-0,A549,48,Compound,SIRT2,high,178,TRUE,test
BRD-A22713669-001-04-3,A549,48,Compound,PTPN2,high,44,TRUE,test
BRD-K16472653-001-01-6,A549,48,Compound,SIRT2,high,178,TRUE,test
BRD-K34581968-001-05-3,A549,48,Compound,LCK,high,124,TRUE,test
BRD-K81801188-001-02-8,A549,48,Compound,HCK,high,31,TRUE,test
BRD-K73276278-305-01-1,A549,48,Compound,OPRL1,high,16,TRUE,test
BRD-K53061490-003-13-9,A549,48,Compound,TBXAS1,high,82,TRUE,test
BRD-A43005764-003-01-5,A549,48,Compound,S1PR1,high,133,TRUE,test
BRD-K60659193-001-01-0,A549,48,Compound,ALDH2,high,175,TRUE,test
BRD-K09787262-001-02-7,A549,48,Compound,GRIN2A,high,25,TRUE,test
BRD-K56810756-003-07-7,A549,48,Compound,ADH1C,high,14,TRUE,test
BRD-K87158025-003-08-7,A549,48,Compound,SCNN1G,high,40,TRUE,test
BRD-A18992208-003-02-7,A549,48,Compound,CACNG1,high,118,TRUE,test
BRD-A54139254-001-09-2,A549,48,Compound,FFAR2,high,130,TRUE,test
BRD-K44432556-001-05-5,A549,48,Compound,HIF1A,high,154,TRUE,test
BRD-K36740062-001-06-6,A549,48,Compound,CYP3A4,high,3,TRUE,test
BRD-K27539181-001-08-5,A549,48,Compound,GPR55,high,55,TRUE,test
BRD-K51265828-001-01-0,A549,48,Compound,DHH,high,88,TRUE,test
BRD-K51899933-001-02-6,A549,48,Compound,AGER,high,155,TRUE,test
BRD-K23363278-001-02-1,A549,48,Compound,TUBB,high,13,TRUE,test
BRD-K90497590-001-05-9,A549,48,Compound,PDPK1,high,91,TRUE,test
BRD-K69877120-001-01-7,A549,48,Compound,S1PR4,high,38,TRUE,test
BRD-K90747162-001-01-4,A549,48,Compound,FLT3,high,105,TRUE,test
BRD-K81405859-300-01-4,A549,48,Compound,TNF,high,1,TRUE,test
BRD-K51662849-001-05-4,A549,48,Compound,MMP2,high,169,TRUE,test
BRD-A65597028-003-08-1,A549,48,Compound,ADRA2B,high,33,TRUE,test
BRD-K24282351-001-01-4,A549,48,Compound,FFAR4,high,140,TRUE,test
BRD-K44227013-001-08-0,A549,48,Compound,LYN,high,86,TRUE,test
BRD-K01824976-300-02-9,A549,48,Compound,RPL23A,high,94,TRUE,test
BRD-K50495309-001-02-0,A549,48,Compound,CSK,high,113,TRUE,test
BRD-K59058747-001-19-1,A549,48,Compound,SLC7A11,high,28,TRUE,test
BRD-K62949423-001-03-1,A549,48,Compound,CDK4,high,101,TRUE,test
BRD-K22482860-001-20-6,A549,48,Compound,KCNH7,high,168,TRUE,test
BRD-K68143200-001-11-7,A549,48,Compound,CDC25A,high,171,TRUE,test
BRD-K35498378-001-06-1,A549,48,Compound,AKR1B1,high,72,TRUE,test
BRD-K37764012-001-03-3,A549,48,Compound,PAK4,high,179,TRUE,test
BRD-K98357249-001-02-9,A549,48,Compound,EDNRB,high,17,TRUE,test
BRD-K73319509-001-08-0,A549,48,Compound,MET,high,21,TRUE,test
BRD-K58550667-001-08-7,A549,48,Compound,"NAMPT",high,147,TRUE,test
BRD-K29530284-001-06-2,A549,48,Compound,FGF1,high,163,TRUE,test
BRD-K37864785-001-01-0,A549,48,Compound,ELANE,high,59,TRUE,test
BRD-K42191735-001-08-7,A549,48,Compound,PIK3CG,high,77,TRUE,test
BRD-K97181089-003-24-7,A549,48,Compound,ASIC1,high,50,TRUE,test
BRD-K75748943-300-01-3,A549,48,Compound,PPARD,high,127,TRUE,test
BRD-K15179513-001-04-2,A549,48,Compound,IGF1R,high,126,TRUE,test
BRD-A72351335-001-04-5,A549,48,Compound,PTGIR,high,165,TRUE,test
BRD-K37385792-003-02-1,A549,48,Compound,AVPR1A,high,122,TRUE,test
BRD-A72483914-001-03-7,A549,48,Compound,ADRA2B,high,33,TRUE,test
BRD-K69122748-001-10-1,A549,48,Compound,IL1B,high,112,TRUE,test
BRD-K36927236-001-36-7,A549,48,Compound,SLCO2B1,high,49,TRUE,test
BRD-K31170746-001-01-6,A549,48,Compound,ADORA2A,high,104,TRUE,test
BRD-K57708067-001-01-3,A549,48,Compound,HPGDS,high,123,TRUE,test
BRD-A48180038-003-24-3,A549,48,Compound,CHRM3,high,63,TRUE,test
BRD-K64054020-001-02-7,A549,48,Compound,PTGIS,high,58,TRUE,test
BRD-K91456750-001-01-9,A549,48,Compound,MME,high,120,TRUE,test
BRD-K07881437-001-03-8,A549,48,Compound,RET,high,135,TRUE,test
BRD-K02490038-236-03-8,A549,48,Compound,EDNRB,high,17,TRUE,test
BRD-K54330070-001-19-6,A549,48,Compound,MAPK14,high,92,TRUE,test
BRD-K25412176-001-01-9,A549,48,Compound,AKT1,high,146,TRUE,test
BRD-K03155172-001-03-0,A549,48,Compound,PPARD,high,127,TRUE,test
BRD-K07442505-001-03-6,A549,48,Compound,BAX,high,48,TRUE,test
BRD-K64800655-001-09-0,A549,48,Compound,CDK7,high,47,TRUE,test
BRD-K26514105-001-01-7,A549,48,Compound,FFAR4,high,140,TRUE,test
BRD-K21528677-001-04-4,A549,48,Compound,PLA2G1B,high,74,TRUE,test
BRD-K91188791-001-17-5,A549,48,Compound,CTSG,high,137,TRUE,test
BRD-K32821942-001-22-1,A549,48,Compound,PPAT,high,68,TRUE,test
BRD-K33882852-003-02-8,A549,48,Compound,GABRB2,high,174,TRUE,test
BRD-K64890080-001-02-1,A549,48,Compound,PLK1,high,42,TRUE,test
BRD-K91535048-001-01-2,A549,48,Compound,EZH2,high,29,TRUE,test
BRD-K67915505-001-01-2,A549,48,Compound,HSP90AB1,high,65,TRUE,test
BRD-K12102668-001-25-5,A549,48,Compound,COMT,high,131,TRUE,test
BRD-K49223707-001-01-0,A549,48,Compound,S100B,high,35,TRUE,test
BRD-K91822704-003-07-2,A549,48,Compound,DCK,high,158,TRUE,test
BRD-K68164687-001-01-6,A549,48,Compound,TUBB3,high,18,TRUE,test
BRD-A00827783-001-24-6,A549,48,Compound,PDE7A,high,24,TRUE,test
BRD-K59632282-052-03-1,A549,48,Compound,KCNK1,high,78,TRUE,test
BRD-K50055394-001-03-6,A549,48,Compound,PLD1,high,159,TRUE,test
BRD-A36217750-001-16-3,A549,48,Compound,FPR1,high,4,TRUE,test
BRD-K93942811-001-01-3,A549,48,Compound,USP1,high,95,TRUE,test
BRD-A08187463-001-12-9,A549,48,Compound,MME,high,120,TRUE,test
BRD-K84266862-001-03-2,A549,48,Compound,PDE7A,high,24,TRUE,test
BRD-K36660044-001-24-2,A549,48,Compound,HDAC6,high,106,TRUE,test
BRD-K42352790-001-05-3,A549,48,Compound,GPR55,high,55,TRUE,test
BRD-K49350383-001-13-7,A549,48,Compound,IMPDH1,high,39,TRUE,test
BRD-K53234107-001-01-6,A549,48,Compound,PORCN,high,125,TRUE,test
BRD-K29322660-001-01-9,A549,48,Compound,F10,high,117,TRUE,test
BRD-K41599323-001-02-3,A549,48,Compound,KRAS,high,11,TRUE,test
BRD-K44771174-066-01-0,A549,48,Compound,GHSR,high,139,TRUE,test
BRD-K14681867-001-01-6,A549,48,Compound,SSTR2,high,81,TRUE,test
BRD-K01666412-001-02-0,A549,48,Compound,P3H1,high,19,TRUE,test
BRD-K80451230-051-02-6,A549,48,Compound,CHRM3,high,63,TRUE,test
BRD-K60476892-001-16-1,A549,48,Compound,GUCY1B1,high,115,TRUE,test
BRD-K24283677-001-01-9,A549,48,Compound,PARP3,high,20,TRUE,test
BRD-K03109492-001-02-2,A549,48,Compound,CDC25A,high,171,TRUE,test
BRD-K80666802-003-01-0,A549,48,Compound,S1PR4,high,38,TRUE,test
BRD-K70778732-003-27-5,A549,48,Compound,HTR2C,high,160,TRUE,test
BRD-K10670311-001-17-1,A549,48,Compound,PLA2G1B,high,74,TRUE,test
BRD-K29791386-001-01-8,A549,48,Compound,HBB,high,9,TRUE,test
BRD-K48722258-300-11-0,A549,48,Compound,SLC29A1,high,138,TRUE,test
BRD-A30815329-001-12-1,A549,48,Compound,TNNC1,high,152,TRUE,test
BRD-A99888680-001-05-3,A549,48,Compound,HTR2C,high,160,TRUE,test
BRD-K50836978-001-03-3,A549,48,Compound,CDK2,high,167,TRUE,test
BRD-K77220725-003-01-5,A549,48,Compound,PTGIR,high,165,TRUE,test
BRD-A89164055-001-03-3,A549,48,Compound,AKR1B1,high,72,TRUE,test
BRD-K89517477-001-01-4,A549,48,Compound,DYRK1B,high,157,TRUE,test
BRD-A24122750-001-03-7,A549,48,Compound,KCTD16,high,172,TRUE,test
BRD-K70463136-001-01-5,A549,48,Compound,HIF1A,high,154,TRUE,test
BRD-K16444452-001-09-1,A549,48,Compound,PDE4D,high,36,TRUE,test
BRD-K05531427-001-01-7,A549,48,Compound,CCND1,high,129,TRUE,test
BRD-K77087341-001-02-4,A549,48,Compound,GPR119,high,22,TRUE,test
BRD-K61688984-001-02-9,A549,48,Compound,HDAC3,high,110,TRUE,test
BRD-K03406345-001-21-1,A549,48,Compound,DNMT3A,high,103,TRUE,test
BRD-K60150510-001-15-6,A549,48,Compound,SLC29A1,high,138,TRUE,test
BRD-K16803204-001-01-6,A549,48,Compound,JAK1,high,98,TRUE,test
BRD-K76037122-001-02-5,A549,48,Compound,RNASE1,high,6,TRUE,test
BRD-K23913458-001-20-7,A549,48,Compound,CA14,high,150,TRUE,test
BRD-K73789395-001-09-9,A549,48,Compound,BRAF,high,32,TRUE,test
BRD-K76792669-001-08-1,A549,48,Compound,RNASE1,high,6,TRUE,test
BRD-K26970495-001-02-7,A549,48,Compound,RGS4,high,114,TRUE,test
BRD-A74391928-051-03-9,A549,48,Compound,KCNK1,high,78,TRUE,test
BRD-K82818427-001-04-8,A549,48,Compound,MMP2,high,169,TRUE,test
BRD-K26989966-001-04-3,A549,48,Compound,EZH2,high,29,TRUE,test
BRD-K83896451-001-06-7,A549,48,Compound,PPAT,high,68,TRUE,test
BRD-K62810658-001-11-4,A549,48,Compound,BRAF,high,32,TRUE,test
BRD-K01825690-065-01-9,A549,48,Compound,CYP1A2,high,15,TRUE,test
BRD-K75390981-300-04-9,A549,48,Compound,HRH4,high,119,TRUE,test
BRD-K38272302-001-02-7,A549,48,Compound,TGM2,high,148,TRUE,test
BRD-A84687895-001-03-2,A549,48,Compound,CACNA2D3,high,177,TRUE,test
BRD-K15819326-001-01-6,A549,48,Compound,CSF1R,high,37,TRUE,test
BRD-A93477898-001-04-2,A549,48,Compound,CASP3,high,5,TRUE,test
BRD-K86525559-001-07-8,A549,48,Compound,CHEK2,high,109,TRUE,test
BRD-K36016295-001-05-2,A549,48,Compound,ATM,high,30,TRUE,test
BRD-K06674495-334-04-0,A549,48,Compound,ASIC1,high,50,TRUE,test
BRD-K50498985-001-03-3,A549,48,Compound,DHH,high,88,TRUE,test
BRD-K52960356-001-13-0,A549,48,Compound,KCNJ1,high,26,TRUE,test
BRD-A69651145-003-11-4,A549,48,Compound,IL1B,high,112,TRUE,test
BRD-K84783599-001-01-0,A549,48,Compound,GUCY1B1,high,115,TRUE,test
BRD-K76908866-001-07-6,A549,48,Compound,ERBB2,high,84,TRUE,test
BRD-K38852836-001-04-9,A549,48,Compound,HSP90AA1,high,128,TRUE,test
BRD-K80935598-001-01-1,A549,48,Compound,DYRK1B,high,157,TRUE,test
BRD-A18763547-300-06-3,A549,48,Compound,BAX,high,48,TRUE,test
BRD-K32730239-001-01-0,A549,48,Compound,MAPK8,high,111,TRUE,test
BRD-A64173453-015-03-1,A549,48,Compound,SSTR2,high,81,TRUE,test
BRD-K09338665-001-08-9,A549,48,Compound,GJB4,high,108,TRUE,test
BRD-K64034691-001-01-9,A549,48,Compound,BTK,high,70,TRUE,test
BRD-K38512030-001-01-7,A549,48,Compound,SLCO2B1,high,49,TRUE,test
BRD-K74514084-003-09-2,A549,48,Compound,FGF1,high,163,TRUE,test
BRD-K19333160-001-01-3,A549,48,Compound,PAK1,high,73,TRUE,test
BRD-K97091514-001-11-4,A549,48,Compound,PRKCB,high,52,TRUE,test
BRD-K47738867-001-01-5,A549,48,Compound,TNF,high,1,TRUE,test
BRD-A91822151-001-05-0,A549,48,Compound,GLRA3,high,93,TRUE,test
BRD-K19477839-001-07-6,A549,48,Compound,MET,high,21,TRUE,test
BRD-K95785537-001-22-3,A549,48,Compound,LYN,high,86,TRUE,test
BRD-A63444178-001-01-5,A549,48,Compound,PARP3,high,20,TRUE,test
BRD-K31476763-001-01-5,A549,48,Compound,ELANE,high,59,TRUE,test
BRD-K61918008-001-07-1,A549,48,Compound,CASP3,high,5,TRUE,test
BRD-K09295674-001-09-8,A549,48,Compound,CA14,high,150,TRUE,test
BRD-K25311561-001-10-7,A549,48,Compound,ATM,high,30,TRUE,test
BRD-K24696047-001-02-3,A549,48,Compound,IGF1R,high,126,TRUE,test
BRD-K78692225-001-24-5,A549,48,Compound,PTK2B,high,96,TRUE,test
BRD-K03601870-001-01-2,A549,48,Compound,TUBB4B,high,90,TRUE,test
BRD-K66430217-001-03-8,A549,48,Compound,CLK1,high,151,TRUE,test
BRD-K02554563-001-01-6,A549,48,Compound,GHSR,high,139,TRUE,test
BRD-K59831625-001-03-9,A549,48,Compound,ABL1,high,161,TRUE,test
BRD-K55567017-001-12-3,A549,48,Compound,ADH1C,high,14,TRUE,test
BRD-K07762753-001-05-1,A549,48,Compound,CDK2,high,167,TRUE,test
BRD-K53972329-001-01-3,A549,48,Compound,JAK1,high,98,TRUE,test
BRD-K16810791-001-01-0,A549,48,Compound,PORCN,high,125,TRUE,test
BRD-K43236057-001-07-1,A549,48,Compound,ICAM1,high,100,TRUE,test
BRD-A51831848-001-01-7,A549,48,Compound,ATP5F1D,high,87,TRUE,test
BRD-K13094524-001-04-2,A549,48,Compound,BRD4,high,27,TRUE,test
BRD-K16761703-001-03-8,A549,48,Compound,PRKCE,high,75,TRUE,test
BRD-K36055864-001-20-0,A549,48,Compound,RPL3,high,46,TRUE,test
BRD-K25243230-001-01-2,A549,48,Compound,AVPR1A,high,122,TRUE,test
BRD-K00259736-001-16-4,A549,48,Compound,TUBB3,high,18,TRUE,test
BRD-K04210847-001-21-9,A549,48,Compound,PLD1,high,159,TRUE,test
BRD-K20986415-001-02-6,A549,48,Compound,CDK9,high,79,TRUE,test
BRD-K87691185-001-01-2,A549,48,Compound,AGER,high,155,TRUE,test
BRD-K56740996-001-02-1,A549,48,Compound,KCNMA1,high,107,TRUE,test
BRD-K99616396-316-05-3,A549,48,Compound,KDR,high,76,TRUE,test
BRD-K43570081-001-02-4,A549,48,Compound,HSP90AB1,high,65,TRUE,test
BRD-K32292990-001-03-6,A549,48,Compound,PRKCB,high,52,TRUE,test
BRD-K45293975-001-02-0,A549,48,Compound,PDPK1,high,91,TRUE,test
BRD-K37355418-236-01-6,A549,48,Compound,HBB,high,9,TRUE,test
BRD-A37704979-001-12-3,A549,48,Compound,MAPK14,high,92,TRUE,test
BRD-A91008255-003-24-8,A549,48,Compound,TNNC1,high,152,TRUE,test
BRD-K59325863-001-04-4,A549,48,Compound,CTSG,high,137,TRUE,test
BRD-K10843433-001-23-5,A549,48,Compound,PTGIS,high,58,TRUE,test
BRD-K97010173-001-04-1,A549,48,Compound,CYP3A4,high,3,TRUE,test
BRD-K86930074-001-05-0,A549,48,Compound,CSF1R,high,37,TRUE,test
BRD-A31564021-001-02-6,A549,48,Compound,ATP5F1D,high,87,TRUE,test
BRD-K08893438-001-06-4,A549,48,Compound,RGS4,high,114,TRUE,test
BRD-K93788137-001-04-1,A549,48,Compound,PTK2B,high,96,TRUE,test
BRD-K14560436-001-01-4,A549,48,Compound,CDK9,high,79,TRUE,test
BRD-K01826724-003-07-9,A549,48,Compound,KCTD16,high,172,TRUE,test
BRD-A20697603-001-07-2,A549,48,Compound,FOXM1,high,57,TRUE,test
BRD-K44067360-001-29-5,A549,48,Compound,GJB4,high,108,TRUE,test
BRD-K47557313-001-02-7,A549,48,Compound,TGFBR1,high,69,TRUE,test
BRD-K67637637-003-11-8,A549,48,Compound,S100B,high,35,TRUE,test
BRD-K20897876-001-11-8,A549,48,Compound,GAA,high,56,TRUE,test
BRD-K77627880-001-04-0,A549,48,Compound,ICAM1,high,100,TRUE,test
BRD-K72063794-003-01-0,A549,48,Compound,KCNJ1,high,26,TRUE,test
BRD-K30177383-001-01-0,A549,48,Compound,PNLIP,high,145,TRUE,test
BRD-K45746021-003-01-9,A549,48,Compound,MAPK8,high,111,TRUE,test
BRD-K93779381-001-01-9,A549,48,Compound,PRKCE,high,75,TRUE,test
BRD-K78126613-001-27-7,A549,48,Compound,F10,high,117,TRUE,test
BRD-K94863486-001-02-2,A549,48,Compound,PNLIP,high,145,TRUE,test
BRD-K63430059-001-16-4,A549,48,Compound,CYP1A2,high,15,TRUE,test
BRD-K13533483-001-16-2,A549,48,Compound,FPR1,high,4,TRUE,test
BRD-K81197548-003-01-4,A549,48,Compound,USP1,high,95,TRUE,test
BRD-K97072811-001-11-4,A549,48,Compound,CLK1,high,151,TRUE,test
BRD-K52075715-001-06-7,A549,48,Compound,TUBB4B,high,90,TRUE,test
BRD-K12502280-001-11-4,A549,48,Compound,BRD4,high,27,TRUE,test
BRD-A63310107-001-04-8,A549,48,Compound,GAA,high,56,TRUE,test
BRD-K17849083-001-32-9,A549,48,Compound,HPGDS,high,123,TRUE,test
BRD-K70821460-300-02-4,A549,48,Compound,HRH4,high,119,TRUE,test
BRD-K51485109-001-01-4,A549,48,Compound,TGM2,high,148,TRUE,test
BRD-K91370081-001-25-1,A549,48,Compound,RPL23A,high,94,TRUE,test
BRD-K11558771-001-13-9,A549,48,Compound,HDAC6,high,106,TRUE,test
BRD-K91283740-003-01-6,A549,48,Compound,FLT3,high,105,TRUE,test
BRD-K21728777-001-02-3,A549,48,Compound,AURKB,high,8,TRUE,test
BRD-A23124853-001-01-4,A549,48,Compound,ALK,high,45,TRUE,test
